"","id","scen","G","U1","U2","R","T","B","U3","source"
"111",1,1,11,10,6,8,5,2,9,"SONA"
"2",2,1,9,10,6,8,6,1,8,"SONA"
"3",3,1,11,8,7,9,9,2,9,"SONA"
"4",4,1,11,9,6,6,4,1,8,"SONA"
"5",5,1,10,10,6,6,6,2,7,"SONA"
"6",6,1,6,7,6,5,5,2,6,"SONA"
"7",7,1,11,8,6,6,4,2,11,"SONA"
"8",8,1,11,7,6,6,7,2,6,"SONA"
"9",9,1,11,7,5,10,10,2,8,"SONA"
"10",10,1,11,9,6,4,4,1,7,"SONA"
"11",11,1,11,5,6,9,6,2,4,"SONA"
"12",12,1,11,8,6,6,7,1,6,"SONA"
"13",13,1,11,7,6,5,3,2,7,"SONA"
"14",14,1,11,10,3,2,2,2,7,"SONA"
"15",15,1,11,8,4,5,5,1,6,"SONA"
"16",16,1,11,9,6,7,5,1,8,"SONA"
"17",17,1,11,10,6,4,6,2,7,"SONA"
"18",18,1,11,9,3,1,1,2,6,"SONA"
"19",19,1,11,7,6,8,6,2,7,"SONA"
"20",20,1,11,8,8,7,6,1,8,"SONA"
"21",21,1,11,9,6,8,7,1,9,"SONA"
"22",22,1,10,9,6,9,4,1,7,"SONA"
"23",23,1,11,11,8,9,8,2,11,"SONA"
"24",24,1,11,11,8,6,6,2,8,"SONA"
"25",25,1,11,6,7,9,9,2,8,"SONA"
"26",26,1,11,10,4,9,3,2,9,"SONA"
"27",27,1,11,8,6,6,5,2,6,"SONA"
"29",28,1,11,8,9,9,9,2,9,"SONA"
"30",29,1,11,9,7,8,8,1,11,"SONA"
"31",30,1,11,10,7,7,7,2,9,"SONA"
"32",31,1,11,5,4,8,4,2,4,"SONA"
"33",32,1,11,8,4,1,1,2,5,"SONA"
"34",33,1,11,7,6,8,8,1,8,"SONA"
"35",34,1,11,8,6,4,5,2,7,"SONA"
"36",35,1,11,11,6,3,3,2,11,"SONA"
"37",36,1,11,10,3,8,8,2,10,"SONA"
"38",37,1,11,10,8,7,7,2,10,"SONA"
"39",38,1,11,8,6,7,7,1,8,"SONA"
"40",39,1,11,8,6,5,1,1,4,"SONA"
"42",40,1,11,7,5,4,4,2,7,"SONA"
"43",41,1,11,8,7,8,7,2,7,"SONA"
"44",42,1,11,10,4,3,3,2,3,"SONA"
"45",43,1,11,11,6,10,9,1,9,"SONA"
"46",44,1,11,7,5,6,5,2,5,"SONA"
"47",45,1,11,7,7,5,5,2,5,"SONA"
"48",46,1,11,9,6,7,7,1,9,"SONA"
"49",47,1,11,9,7,7,3,1,7,"SONA"
"50",48,1,10,7,4,9,10,1,5,"SONA"
"51",49,1,9,6,5,4,4,2,7,"SONA"
"52",50,1,11,8,6,10,7,2,7,"SONA"
"53",51,1,11,11,4,3,7,2,9,"SONA"
"54",52,1,11,7,6,1,3,2,6,"SONA"
"55",53,1,11,11,6,3,5,1,11,"SONA"
"56",54,1,11,10,5,5,2,2,6,"SONA"
"57",55,1,8,6,5,8,4,2,7,"SONA"
"58",56,1,10,8,6,7,6,2,6,"SONA"
"59",57,1,11,9,6,8,8,1,8,"SONA"
"60",58,1,11,10,6,4,4,2,6,"SONA"
"61",59,1,11,9,6,7,8,2,8,"SONA"
"62",60,1,11,7,6,8,7,2,5,"SONA"
"64",61,1,11,9,8,6,8,1,6,"SONA"
"65",62,1,10,9,8,8,7,1,7,"SONA"
"66",63,1,11,9,7,6,5,2,6,"SONA"
"67",64,1,10,8,5,10,4,2,5,"SONA"
"68",65,1,9,5,5,7,5,1,6,"SONA"
"69",66,1,11,10,6,3,3,2,4,"SONA"
"71",67,1,11,9,6,8,6,1,4,"SONA"
"72",68,1,10,8,6,8,7,2,10,"SONA"
"73",69,1,11,9,6,4,3,2,8,"SONA"
"74",70,1,11,9,6,1,1,2,10,"SONA"
"75",71,1,11,11,6,8,5,1,10,"SONA"
"76",72,1,10,8,5,8,5,2,7,"SONA"
"77",73,1,10,8,7,7,7,1,8,"SONA"
"78",74,1,11,11,9,3,3,2,10,"SONA"
"79",75,1,11,6,4,4,4,2,4,"SONA"
"80",76,1,9,8,6,6,4,1,8,"SONA"
"81",77,1,10,8,7,9,6,1,7,"SONA"
"82",78,1,11,8,6,8,8,1,9,"SONA"
"83",79,1,11,11,5,3,3,1,9,"SONA"
"84",80,1,11,6,4,3,4,2,3,"SONA"
"85",81,1,11,9,6,10,8,1,8,"SONA"
"87",82,1,11,9,4,8,10,1,9,"SONA"
"88",83,1,11,9,7,7,8,1,8,"SONA"
"89",84,1,11,9,3,8,3,1,5,"SONA"
"90",85,1,11,8,6,7,7,2,7,"SONA"
"91",86,1,9,9,6,7,6,2,7,"SONA"
"92",87,1,11,11,6,7,7,2,9,"SONA"
"93",88,1,10,8,8,8,7,1,8,"SONA"
"94",89,1,10,9,6,9,8,1,8,"SONA"
"95",90,1,11,8,6,6,7,2,10,"SONA"
"96",91,1,11,11,6,8,6,1,6,"SONA"
"97",92,1,11,8,3,5,3,2,6,"SONA"
"98",93,1,11,10,8,11,9,1,8,"SONA"
"99",94,1,11,11,7,7,7,2,9,"SONA"
"100",95,1,11,6,9,8,9,1,9,"SONA"
"101",96,1,11,11,11,NA,NA,NA,NA,"SONA"
"102",97,1,11,11,8,9,9,1,10,"SONA"
"103",98,1,11,6,5,11,5,2,7,"SONA"
"104",99,1,11,6,5,3,4,1,6,"SONA"
"105",100,1,11,11,6,1,1,2,5,"SONA"
"106",101,1,11,11,6,8,8,2,8,"SONA"
"107",102,1,11,11,11,2,6,2,11,"SONA"
"108",103,1,11,8,7,6,6,2,11,"SONA"
"109",104,1,11,10,8,3,6,1,10,"SONA"
"110",105,1,11,8,7,11,9,2,8,"SONA"
"112",106,1,9,6,5,6,4,2,7,"SONA"
"113",107,1,11,9,7,6,7,1,7,"SONA"
"114",108,1,11,8,5,11,5,1,7,"SONA"
"115",109,1,11,7,5,8,7,2,6,"SONA"
"116",110,1,11,10,6,3,3,2,5,"SONA"
"117",111,1,11,11,5,7,9,1,11,"SONA"
"118",112,1,11,10,6,8,5,2,10,"SONA"
"119",113,1,11,9,8,9,8,1,9,"SONA"
"122",114,1,11,8,6,8,7,2,6,"SONA"
"124",115,1,11,10,7,6,5,2,7,"SONA"
"125",116,1,11,8,6,6,6,2,8,"SONA"
"127",117,1,11,11,3,7,5,1,7,"SONA"
"128",118,1,11,10,8,7,7,2,9,"SONA"
"129",119,1,11,10,8,4,5,2,6,"SONA"
"130",120,1,11,11,4,5,5,1,7,"SONA"
"131",121,1,11,9,6,6,8,2,7,"SONA"
"132",122,1,11,10,9,8,8,2,8,"SONA"
"133",123,1,11,11,6,5,5,1,7,"SONA"
"134",124,1,11,9,4,3,9,2,10,"SONA"
"135",125,1,11,8,5,4,4,2,4,"SONA"
"136",126,1,11,9,7,10,8,1,8,"SONA"
"137",127,1,11,5,6,5,7,2,6,"SONA"
"138",128,1,11,8,8,7,8,2,8,"SONA"
"139",129,1,11,7,8,4,4,2,4,"SONA"
"140",130,1,10,10,8,7,6,2,10,"SONA"
"141",131,1,11,8,6,3,3,2,7,"SONA"
"142",132,1,11,9,9,10,9,1,9,"SONA"
"144",133,1,11,7,7,5,5,2,7,"SONA"
"145",134,1,11,9,7,6,7,2,9,"SONA"
"146",135,1,11,6,5,3,1,2,6,"SONA"
"148",136,1,9,8,5,5,5,2,7,"SONA"
"149",137,1,9,9,7,6,6,1,8,"SONA"
"150",138,1,11,9,5,1,1,2,9,"SONA"
"151",139,1,9,9,4,9,6,1,11,"SONA"
"152",140,1,11,8,5,5,5,2,6,"SONA"
"120",1,2,3,5,9,6,7,1,6,"SONA"
"28",2,2,5,6,5,7,5,1,5,"SONA"
"310",3,2,10,10,8,9,9,1,9,"SONA"
"41",4,2,3,6,6,8,8,1,8,"SONA"
"510",5,2,7,7,6,5,7,1,7,"SONA"
"63",6,2,6,6,6,6,7,1,7,"SONA"
"710",7,2,2,6,8,6,6,1,6,"SONA"
"86",8,2,6,5,7,5,6,1,7,"SONA"
"910",9,2,3,3,3,4,4,1,5,"SONA"
"1010",10,2,6,5,9,9,7,1,5,"SONA"
"1110",11,2,3,3,7,9,6,1,8,"SONA"
"121",12,2,4,6,8,9,7,2,6,"SONA"
"1310",13,2,8,5,5,7,7,2,3,"SONA"
"143",14,2,2,2,10,11,10,1,2,"SONA"
"153",15,2,4,5,9,8,8,1,7,"SONA"
"161",16,2,6,3,11,9,9,1,6,"SONA"
"171",17,2,6,8,8,8,8,1,8,"SONA"
"181",18,2,9,6,9,9,9,1,6,"SONA"
"191",19,2,3,3,8,6,6,1,5,"SONA"
"201",20,2,11,9,7,6,7,1,8,"SONA"
"211",21,2,9,9,6,8,7,1,9,"SONA"
"221",22,2,8,7,5,9,7,1,7,"SONA"
"231",23,2,9,9,9,9,9,1,8,"SONA"
"241",24,2,8,7,6,6,6,1,7,"SONA"
"251",25,2,10,10,6,10,10,1,9,"SONA"
"261",26,2,7,7,8,8,8,1,8,"SONA"
"271",27,2,11,8,7,8,7,1,7,"SONA"
"291",28,2,9,7,9,9,8,1,7,"SONA"
"301",29,2,2,4,9,9,5,2,2,"SONA"
"311",30,2,11,9,8,7,8,1,8,"SONA"
"321",31,2,6,8,6,5,7,1,9,"SONA"
"331",32,2,1,4,3,3,4,2,2,"SONA"
"341",33,2,6,6,3,4,4,1,6,"SONA"
"351",34,2,6,7,8,7,7,1,6,"SONA"
"361",35,2,9,8,11,9,10,1,8,"SONA"
"371",36,2,10,7,4,6,7,1,6,"SONA"
"381",37,2,9,8,9,9,9,1,7,"SONA"
"391",38,2,7,6,5,5,5,1,6,"SONA"
"401",39,2,5,5,11,9,10,1,6,"SONA"
"421",40,2,9,8,10,8,9,1,8,"SONA"
"431",41,2,6,7,8,10,10,1,7,"SONA"
"441",42,2,6,7,5,2,2,1,6,"SONA"
"451",43,2,9,9,11,8,9,1,9,"SONA"
"461",44,2,8,9,11,11,11,1,9,"SONA"
"471",45,2,7,5,8,7,5,1,6,"SONA"
"481",46,2,6,6,8,7,10,1,8,"SONA"
"491",47,2,11,7,8,8,8,1,8,"SONA"
"501",48,2,8,6,8,5,6,1,5,"SONA"
"511",49,2,5,4,3,6,4,1,5,"SONA"
"521",50,2,9,10,8,7,1,1,6,"SONA"
"531",51,2,7,7,9,4,4,1,6,"SONA"
"541",52,2,5,5,8,8,8,1,6,"SONA"
"551",53,2,7,4,7,7,6,1,7,"SONA"
"561",54,2,7,8,6,7,5,1,7,"SONA"
"571",55,2,6,7,9,7,6,1,7,"SONA"
"581",56,2,8,7,11,9,10,1,8,"SONA"
"591",57,2,7,4,9,9,9,1,7,"SONA"
"601",58,2,5,7,6,5,6,1,6,"SONA"
"611",59,2,8,8,8,8,8,1,7,"SONA"
"621",60,2,8,9,11,8,11,1,6,"SONA"
"641",61,2,6,5,7,8,7,1,9,"SONA"
"651",62,2,7,7,7,7,6,1,7,"SONA"
"661",63,2,6,5,5,5,4,2,1,"SONA"
"671",64,2,3,4,6,7,5,1,4,"SONA"
"681",65,2,5,8,7,8,7,1,7,"SONA"
"691",66,2,7,5,5,7,5,1,5,"SONA"
"711",67,2,7,4,7,6,6,1,8,"SONA"
"721",68,2,1,4,5,4,3,1,5,"SONA"
"731",69,2,6,6,9,9,7,1,6,"SONA"
"741",70,2,10,8,8,8,8,1,8,"SONA"
"751",71,2,5,7,7,8,8,1,7,"SONA"
"761",72,2,2,3,7,8,8,1,5,"SONA"
"771",73,2,5,4,5,6,7,1,5,"SONA"
"781",74,2,11,11,10,11,11,1,10,"SONA"
"791",75,2,3,1,7,9,5,1,7,"SONA"
"801",76,2,9,9,7,6,5,1,8,"SONA"
"811",77,2,3,6,9,9,9,1,6,"SONA"
"821",78,2,7,7,8,9,8,1,7,"SONA"
"831",79,2,6,6,8,8,9,1,6,"SONA"
"841",80,2,5,9,10,10,11,1,9,"SONA"
"851",81,2,8,8,6,11,8,1,9,"SONA"
"871",82,2,6,9,11,8,8,1,6,"SONA"
"881",83,2,4,5,5,4,3,1,5,"SONA"
"891",84,2,6,6,8,9,8,1,6,"SONA"
"901",85,2,5,6,10,9,8,1,7,"SONA"
"911",86,2,7,7,9,9,8,1,8,"SONA"
"921",87,2,7,5,8,8,9,1,5,"SONA"
"931",88,2,6,7,9,10,10,1,6,"SONA"
"941",89,2,7,8,9,7,7,1,7,"SONA"
"951",90,2,8,9,6,6,5,2,9,"SONA"
"961",91,2,4,9,11,7,6,1,8,"SONA"
"971",92,2,9,9,10,10,9,1,11,"SONA"
"981",93,2,7,7,10,3,7,1,5,"SONA"
"991",94,2,1,2,6,5,6,1,4,"SONA"
"1001",95,2,4,4,9,7,7,1,6,"SONA"
"1011",96,2,NA,NA,NA,NA,NA,NA,NA,"SONA"
"1021",97,2,7,6,9,10,10,1,7,"SONA"
"1031",98,2,5,4,6,6,6,1,4,"SONA"
"1041",99,2,6,6,9,8,8,1,6,"SONA"
"1051",100,2,9,6,8,4,1,1,6,"SONA"
"1061",101,2,8,10,8,8,8,1,8,"SONA"
"1071",102,2,7,7,7,8,5,1,9,"SONA"
"1081",103,2,6,5,9,6,6,1,6,"SONA"
"1091",104,2,8,9,10,7,8,1,7,"SONA"
"1101",105,2,8,9,11,11,11,1,9,"SONA"
"1121",106,2,7,6,8,8,6,1,7,"SONA"
"1131",107,2,3,7,6,3,1,1,4,"SONA"
"1141",108,2,7,7,8,8,8,1,7,"SONA"
"1151",109,2,8,7,8,8,8,1,6,"SONA"
"1161",110,2,5,3,7,7,6,1,4,"SONA"
"1171",111,2,9,9,3,3,3,1,9,"SONA"
"1181",112,2,8,7,10,9,9,1,8,"SONA"
"1191",113,2,7,7,9,10,10,1,7,"SONA"
"1221",114,2,7,8,6,7,7,1,8,"SONA"
"1241",115,2,8,7,9,7,7,1,6,"SONA"
"1251",116,2,7,7,10,10,10,1,8,"SONA"
"1271",117,2,8,9,5,6,4,1,6,"SONA"
"1281",118,2,8,7,9,10,10,1,8,"SONA"
"1291",119,2,8,8,8,6,7,1,6,"SONA"
"1301",120,2,8,7,7,7,7,1,8,"SONA"
"1311",121,2,10,8,6,6,6,1,6,"SONA"
"1321",122,2,9,7,9,8,8,1,8,"SONA"
"1331",123,2,3,7,7,9,7,1,7,"SONA"
"1341",124,2,2,2,8,7,7,1,6,"SONA"
"1351",125,2,8,7,5,7,7,1,5,"SONA"
"1361",126,2,7,5,9,8,9,1,7,"SONA"
"1371",127,2,11,11,4,4,2,1,8,"SONA"
"1381",128,2,4,6,11,10,10,1,6,"SONA"
"1391",129,2,9,7,5,6,5,1,5,"SONA"
"1401",130,2,8,6,10,11,11,1,7,"SONA"
"1411",131,2,5,7,6,7,8,1,6,"SONA"
"1421",132,2,6,7,10,9,9,1,7,"SONA"
"1441",133,2,7,7,10,5,10,1,6,"SONA"
"1451",134,2,8,9,8,9,8,1,8,"SONA"
"1461",135,2,11,8,6,6,4,1,6,"SONA"
"1481",136,2,7,7,8,8,8,1,7,"SONA"
"1491",137,2,6,7,9,9,9,1,8,"SONA"
"1501",138,2,3,2,5,7,6,1,3,"SONA"
"1511",139,2,6,6,4,8,6,1,6,"SONA"
"1521",140,2,7,6,9,9,9,1,8,"SONA"
"123",1,3,11,8,3,3,6,2,8,"SONA"
"210",2,3,9,6,3,4,3,1,8,"SONA"
"312",3,3,11,9,11,11,11,1,1,"SONA"
"410",4,3,11,5,5,5,7,1,5,"SONA"
"512",5,3,8,5,5,3,5,2,5,"SONA"
"610",6,3,8,6,7,7,7,1,3,"SONA"
"712",7,3,11,11,1,1,1,2,11,"SONA"
"810",8,3,11,3,6,6,7,2,5,"SONA"
"912",9,3,11,6,1,1,1,2,1,"SONA"
"1012",10,3,10,7,3,4,4,2,4,"SONA"
"1111",11,3,11,4,3,3,3,1,10,"SONA"
"126",12,3,11,4,5,4,5,2,5,"SONA"
"1312",13,3,11,6,6,5,6,1,5,"SONA"
"147",14,3,11,1,4,3,3,2,2,"SONA"
"154",15,3,10,4,7,8,8,1,4,"SONA"
"162",16,3,11,9,6,1,1,2,1,"SONA"
"172",17,3,11,7,3,3,3,2,9,"SONA"
"182",18,3,11,7,4,4,4,2,1,"SONA"
"192",19,3,11,4,4,3,4,2,4,"SONA"
"202",20,3,9,9,9,8,8,1,9,"SONA"
"212",21,3,11,11,8,7,7,2,11,"SONA"
"222",22,3,10,5,7,7,8,1,7,"SONA"
"232",23,3,11,11,11,11,11,2,11,"SONA"
"242",24,3,8,6,4,4,5,2,5,"SONA"
"252",25,3,11,6,9,11,11,1,2,"SONA"
"262",26,3,11,3,6,1,6,2,1,"SONA"
"272",27,3,11,6,6,4,6,2,6,"SONA"
"292",28,3,11,9,9,9,9,1,6,"SONA"
"302",29,3,11,3,7,8,5,2,2,"SONA"
"313",30,3,11,11,11,11,11,1,1,"SONA"
"322",31,3,11,7,7,4,7,2,7,"SONA"
"332",32,3,11,8,2,3,3,1,4,"SONA"
"342",33,3,11,6,3,4,4,2,2,"SONA"
"352",34,3,7,6,6,7,5,1,6,"SONA"
"362",35,3,9,9,4,8,7,2,8,"SONA"
"372",36,3,11,5,4,4,3,2,2,"SONA"
"382",37,3,11,5,7,8,8,1,5,"SONA"
"392",38,3,11,2,6,4,5,2,6,"SONA"
"402",39,3,11,11,7,10,7,1,10,"SONA"
"422",40,3,11,1,10,9,10,2,1,"SONA"
"432",41,3,11,7,6,6,6,1,3,"SONA"
"442",42,3,11,8,3,3,3,2,6,"SONA"
"452",43,3,11,1,7,7,8,1,6,"SONA"
"462",44,3,11,7,5,5,5,2,1,"SONA"
"472",45,3,5,3,5,7,6,1,2,"SONA"
"482",46,3,11,4,6,3,6,2,1,"SONA"
"492",47,3,11,5,4,4,4,2,4,"SONA"
"502",48,3,11,4,6,6,6,2,7,"SONA"
"513",49,3,10,3,5,4,4,2,3,"SONA"
"522",50,3,11,6,8,7,8,1,7,"SONA"
"532",51,3,11,1,11,11,11,1,1,"SONA"
"542",52,3,8,8,7,5,7,1,5,"SONA"
"552",53,3,11,6,3,3,3,2,2,"SONA"
"562",54,3,9,8,8,8,7,2,7,"SONA"
"572",55,3,11,8,4,5,5,2,7,"SONA"
"582",56,3,11,9,8,9,10,1,4,"SONA"
"592",57,3,11,1,1,1,1,2,1,"SONA"
"602",58,3,11,7,7,7,7,2,7,"SONA"
"612",59,3,7,8,8,8,7,2,7,"SONA"
"622",60,3,11,7,3,3,1,2,9,"SONA"
"642",61,3,5,6,6,7,7,1,8,"SONA"
"652",62,3,11,9,9,9,10,1,5,"SONA"
"662",63,3,9,5,3,4,3,2,6,"SONA"
"672",64,3,11,8,3,3,2,2,10,"SONA"
"682",65,3,10,4,4,4,4,2,6,"SONA"
"692",66,3,11,9,9,3,7,1,3,"SONA"
"713",67,3,1,2,5,1,4,2,5,"SONA"
"722",68,3,11,3,6,8,8,2,3,"SONA"
"732",69,3,11,6,6,6,6,2,1,"SONA"
"742",70,3,10,3,10,4,9,1,3,"SONA"
"752",71,3,11,1,8,4,5,2,1,"SONA"
"762",72,3,11,1,4,9,4,2,1,"SONA"
"772",73,3,10,2,5,4,5,2,1,"SONA"
"782",74,3,11,11,11,11,11,1,3,"SONA"
"792",75,3,11,7,4,3,3,2,8,"SONA"
"802",76,3,11,2,6,7,8,1,4,"SONA"
"812",77,3,11,4,9,9,8,2,9,"SONA"
"822",78,3,11,3,1,7,5,2,7,"SONA"
"832",79,3,11,2,6,6,5,1,6,"SONA"
"842",80,3,11,6,9,7,10,1,9,"SONA"
"852",81,3,11,10,6,11,8,1,7,"SONA"
"872",82,3,11,1,3,11,11,2,3,"SONA"
"882",83,3,11,3,8,8,8,1,5,"SONA"
"892",84,3,10,4,5,6,6,2,6,"SONA"
"902",85,3,11,6,5,9,5,2,1,"SONA"
"913",86,3,9,3,8,6,7,1,5,"SONA"
"922",87,3,11,7,8,7,8,1,3,"SONA"
"932",88,3,11,2,6,5,6,2,8,"SONA"
"942",89,3,11,8,7,6,6,2,4,"SONA"
"952",90,3,11,3,6,8,8,1,6,"SONA"
"962",91,3,11,6,6,6,6,1,6,"SONA"
"972",92,3,NA,NA,NA,NA,NA,NA,NA,"SONA"
"982",93,3,7,5,7,6,4,1,2,"SONA"
"992",94,3,11,3,3,3,3,2,1,"SONA"
"1002",95,3,11,3,6,4,4,2,2,"SONA"
"1013",96,3,NA,NA,NA,NA,NA,NA,NA,"SONA"
"1022",97,3,11,6,4,5,5,2,4,"SONA"
"1032",98,3,11,8,3,3,3,2,2,"SONA"
"1042",99,3,11,7,4,4,6,2,6,"SONA"
"1052",100,3,9,9,5,6,8,1,6,"SONA"
"1062",101,3,11,7,2,4,4,2,10,"SONA"
"1072",102,3,11,1,7,5,6,2,6,"SONA"
"1082",103,3,11,6,4,5,6,2,1,"SONA"
"1092",104,3,11,2,7,4,6,2,6,"SONA"
"1102",105,3,11,10,6,5,6,2,8,"SONA"
"1122",106,3,11,7,8,7,7,2,6,"SONA"
"1132",107,3,11,9,1,3,4,2,9,"SONA"
"1142",108,3,11,6,5,5,5,2,1,"SONA"
"1152",109,3,11,4,5,5,6,2,5,"SONA"
"1162",110,3,11,8,5,1,6,2,6,"SONA"
"1172",111,3,11,5,7,6,7,2,7,"SONA"
"1182",112,3,11,3,6,6,5,2,8,"SONA"
"1192",113,3,11,9,7,8,8,2,8,"SONA"
"1222",114,3,11,10,11,4,1,2,1,"SONA"
"1242",115,3,10,8,2,2,2,2,6,"SONA"
"1252",116,3,11,9,6,6,6,2,6,"SONA"
"1272",117,3,11,2,8,6,6,2,3,"SONA"
"1282",118,3,11,9,7,6,7,2,7,"SONA"
"1292",119,3,9,4,5,5,5,2,3,"SONA"
"1302",120,3,11,2,3,3,2,2,1,"SONA"
"1313",121,3,8,8,10,11,11,2,7,"SONA"
"1322",122,3,11,9,9,7,7,1,8,"SONA"
"1332",123,3,11,10,6,4,7,2,3,"SONA"
"1342",124,3,11,7,4,5,5,2,3,"SONA"
"1352",125,3,11,2,4,4,5,2,8,"SONA"
"1362",126,3,11,1,8,8,10,1,3,"SONA"
"1372",127,3,11,5,2,3,3,2,8,"SONA"
"1382",128,3,11,6,3,4,4,2,7,"SONA"
"1392",129,3,11,8,7,4,4,2,8,"SONA"
"1402",130,3,11,2,5,4,3,2,2,"SONA"
"1412",131,3,9,9,4,7,8,2,4,"SONA"
"1422",132,3,11,10,6,6,6,1,3,"SONA"
"1442",133,3,11,7,5,4,5,2,4,"SONA"
"1452",134,3,11,5,7,6,6,1,5,"SONA"
"1462",135,3,11,2,3,1,1,2,7,"SONA"
"1482",136,3,10,8,7,7,7,2,2,"SONA"
"1492",137,3,11,6,5,5,4,2,6,"SONA"
"1502",138,3,11,6,2,4,3,2,1,"SONA"
"1512",139,3,11,11,6,6,6,2,1,"SONA"
"1522",140,3,11,8,7,6,7,2,5,"SONA"
"155",1,4,5,7,5,6,6,1,6,"SONA"
"213",2,4,1,6,6,7,6,1,7,"SONA"
"314",3,4,11,11,11,11,11,1,11,"SONA"
"411",4,4,1,8,7,6,6,2,6,"SONA"
"514",5,4,8,8,7,7,8,1,6,"SONA"
"613",6,4,3,4,5,6,7,1,6,"SONA"
"714",7,4,6,11,6,11,11,1,11,"SONA"
"813",8,4,1,1,2,2,2,2,1,"SONA"
"914",9,4,1,1,9,8,9,1,10,"SONA"
"1014",10,4,3,3,7,3,8,1,5,"SONA"
"1112",11,4,4,6,4,6,6,1,6,"SONA"
"1210",12,4,8,11,6,8,6,2,9,"SONA"
"1314",13,4,4,4,4,6,7,1,6,"SONA"
"1410",14,4,1,3,8,7,9,1,10,"SONA"
"156",15,4,3,9,6,9,9,1,6,"SONA"
"163",16,4,6,1,6,6,6,1,9,"SONA"
"173",17,4,8,6,6,6,6,1,6,"SONA"
"183",18,4,1,11,6,4,4,2,9,"SONA"
"193",19,4,4,4,9,9,9,1,9,"SONA"
"203",20,4,9,7,7,6,5,1,9,"SONA"
"214",21,4,1,6,4,4,4,1,4,"SONA"
"223",22,4,5,5,4,4,7,1,4,"SONA"
"233",23,4,8,7,8,9,9,1,8,"SONA"
"243",24,4,6,8,7,6,7,1,8,"SONA"
"253",25,4,1,8,8,6,9,1,6,"SONA"
"263",26,4,1,6,9,8,8,1,8,"SONA"
"273",27,4,3,6,6,1,7,1,8,"SONA"
"293",28,4,4,9,6,7,9,2,6,"SONA"
"303",29,4,5,2,4,5,6,1,3,"SONA"
"315",30,4,11,6,8,6,9,1,7,"SONA"
"323",31,4,4,6,3,5,6,1,4,"SONA"
"333",32,4,7,3,7,7,8,1,8,"SONA"
"343",33,4,5,7,5,5,5,1,6,"SONA"
"353",34,4,7,7,6,7,7,1,7,"SONA"
"363",35,4,8,11,3,7,5,1,7,"SONA"
"373",36,4,3,3,4,6,6,1,6,"SONA"
"383",37,4,10,10,11,11,11,1,11,"SONA"
"393",38,4,1,1,6,5,5,1,5,"SONA"
"403",39,4,6,7,8,7,7,1,7,"SONA"
"423",40,4,7,7,8,10,9,1,10,"SONA"
"433",41,4,7,8,8,8,8,1,7,"SONA"
"443",42,4,2,4,6,6,9,1,9,"SONA"
"453",43,4,9,11,9,8,7,1,10,"SONA"
"463",44,4,6,1,7,9,9,1,9,"SONA"
"473",45,4,11,11,8,2,1,2,11,"SONA"
"483",46,4,6,6,8,7,7,1,9,"SONA"
"493",47,4,11,9,3,5,5,1,6,"SONA"
"503",48,4,4,4,9,9,9,1,9,"SONA"
"515",49,4,3,2,5,5,6,1,4,"SONA"
"523",50,4,1,1,7,11,4,1,11,"SONA"
"533",51,4,2,4,6,5,6,1,6,"SONA"
"543",52,4,2,11,1,7,7,2,11,"SONA"
"553",53,4,6,6,1,3,3,1,6,"SONA"
"563",54,4,7,7,8,7,8,1,6,"SONA"
"573",55,4,3,10,9,8,7,1,8,"SONA"
"583",56,4,4,5,6,6,6,1,8,"SONA"
"593",57,4,1,6,6,7,8,1,7,"SONA"
"603",58,4,5,5,6,6,6,1,11,"SONA"
"614",59,4,6,7,6,7,6,1,7,"SONA"
"623",60,4,9,9,3,4,1,2,7,"SONA"
"643",61,4,7,3,9,7,6,1,8,"SONA"
"653",62,4,8,7,9,9,8,1,8,"SONA"
"663",63,4,2,7,5,4,4,1,3,"SONA"
"673",64,4,3,4,5,6,7,1,8,"SONA"
"683",65,4,4,4,4,5,5,2,6,"SONA"
"693",66,4,6,5,6,4,5,2,7,"SONA"
"715",67,4,8,7,6,1,1,2,1,"SONA"
"723",68,4,3,7,9,10,11,1,11,"SONA"
"733",69,4,1,1,9,9,9,1,9,"SONA"
"743",70,4,1,11,6,4,9,2,10,"SONA"
"753",71,4,5,9,5,5,7,1,7,"SONA"
"763",72,4,3,7,7,7,8,1,11,"SONA"
"773",73,4,2,7,6,6,7,1,5,"SONA"
"783",74,4,11,9,11,11,11,1,11,"SONA"
"793",75,4,1,1,2,6,2,2,2,"SONA"
"803",76,4,8,9,7,7,8,1,8,"SONA"
"814",77,4,1,6,6,8,8,1,6,"SONA"
"823",78,4,8,11,7,8,4,1,9,"SONA"
"833",79,4,6,11,9,6,9,2,8,"SONA"
"843",80,4,1,1,10,10,10,1,10,"SONA"
"853",81,4,1,4,8,6,6,1,6,"SONA"
"873",82,4,1,6,9,11,11,1,11,"SONA"
"883",83,4,7,7,4,6,8,1,5,"SONA"
"893",84,4,7,6,6,7,7,1,7,"SONA"
"903",85,4,7,7,7,5,6,1,7,"SONA"
"915",86,4,6,8,7,4,6,2,8,"SONA"
"923",87,4,7,5,6,5,5,1,7,"SONA"
"933",88,4,1,1,4,5,5,1,4,"SONA"
"943",89,4,7,10,8,8,8,1,8,"SONA"
"953",90,4,2,6,5,6,7,1,5,"SONA"
"963",91,4,6,6,4,5,5,1,3,"SONA"
"973",92,4,NA,NA,NA,NA,NA,NA,NA,"SONA"
